time,avg_wait_time,max_wait_time
0,18.22772277227723,40
2,52.05,79
3,92.02,113
4,87.275,147
6,110.165,180
7,187.67,215
8,143.865,242
10,159.46,283
11,289.74,312
12,197.685,347
14,363.88,386
15,397.98,423
16,424.78,449
18,456.51,479
19,485.03,514
20,532.8730158730159,542
1,44.0,78
5,58.11,95
9,59.37,100
13,95.925,110
