time,avg_wait_time,max_wait_time
0,20.03125,39
1,20.99236641221374,42
2,24.165016501650165,45
3,26.26,48
4,23.996763754045308,54
5,24.862745098039216,44
6,27.598591549295776,56
7,34.125,61
8,38.25539568345324,69
9,40.62406015037594,74
10,39.66323024054983,72
11,39.875,79
12,51.189189189189186,85
13,85.82758620689656,90
