time,avg_wait_time,max_wait_time
0,21.45679012345679,40
1,44.7375,79
2,58.61875,86
4,103.60625,162
5,82.2125,113
6,132.45625,192
8,179.2125,261
9,136.0625,167
10,210.80625,297
12,253.25625,359
13,177.3125,213
14,283.30625,396
16,424.6144578313253,455
3,96.225,112
7,207.8375,230
11,303.9125,329
15,401.6,430
18,462.7375,485
19,494.95,520
20,534.265306122449,551
