time,avg_wait_time,max_wait_time
0,25.97087378640777,39
1,36.63,52
2,52.715,71
3,77.46,97
4,90.28,116
5,104.83,126
6,118.325,151
7,138.95,164
8,154.195,186
9,170.69,191
10,188.115,212
11,203.34,228
12,216.655,246
13,226.86,249
14,240.835,261
15,254.77,277
16,269.34965034965035,296
