time,avg_wait_time,max_wait_time
0,20.786324786324787,39
1,24.49425287356322,42
2,25.14611872146119,47
3,23.491071428571427,55
4,22.813953488372093,48
5,22.904761904761905,42
6,23.990825688073393,46
7,21.786324786324787,49
8,22.37864077669903,47
9,19.941176470588236,39
10,20.27659574468085,39
11,17.516129032258064,38
12,19.735632183908045,39
