time,avg_wait_time,max_wait_time
0,22.138613861386137,39
1,34.77777777777778,61
2,41.36312849162011,72
3,66.15,96
4,63.27745664739884,116
5,55.86206896551724,110
6,81.17977528089888,140
7,116.29,162
8,109.8109756097561,187
9,73.47058823529412,182
10,125.1717791411043,209
11,170.3,229
12,169.3695652173913,249
13,232.8,238
14,241.65,267
15,253.175,280
16,275.6744186046512,295
