time,avg_wait_time,max_wait_time
0,22.752475247524753,39
1,33.04545454545455,66
2,41.84263959390863,74
3,69.62,92
4,64.10552763819095,122
5,48.40425531914894,118
6,83.935,148
7,124.55,167
8,103.075,189
9,65.12,181
10,115.06,209
11,175.58,233
12,138.15675675675675,249
13,235.6,239
14,247.46,270
15,265.225,290
16,288.46153846153845,310
