time,avg_wait_time,max_wait_time
0,20.09090909090909,39
1,25.49230769230769,39
2,30.89252336448598,71
3,45.656,81
4,53.86046511627907,97
5,56.80882352941177,94
6,67.27804878048781,114
7,88.1076923076923,137
8,86.26415094339623,167
9,79.56756756756756,141
10,102.10552763819095,166
11,111.49285714285715,193
12,130.867816091954,196
13,163.325,173
14,171.4,198
15,204.83333333333334,216
