time,avg_wait_time,max_wait_time
0,20.09090909090909,39
1,19.240384615384617,39
2,19.508130081300813,39
3,21.952,41
4,23.620553359683793,49
5,19.194444444444443,39
6,22.06530612244898,45
7,21.69918699186992,44
8,18.689655172413794,39
9,21.66115702479339,79
10,20.050228310502284,40
11,18.908333333333335,39
12,21.00900900900901,40
