time,avg_wait_time,max_wait_time
0,21.475247524752476,40
2,48.867816091954026,79
3,86.77,107
4,88.2289156626506,147
6,115.46060606060605,183
7,198.98,220
8,150.5621301775148,253
10,182.47798742138366,288
11,301.84,327
12,209.66666666666666,357
14,365.27,389
15,397.72,420
16,429.75,458
18,458.78,485
19,489.83,512
20,533.7391304347826,546
1,41.607142857142854,79
5,40.37096774193548,77
9,38.80597014925373,79
