time,avg_wait_time,max_wait_time
0,18.91275167785235,39
1,20.3781512605042,39
2,18.99651567944251,39
3,19.420689655172414,39
4,19.726591760299627,39
5,19.335483870967742,41
6,19.073529411764707,39
7,18.070921985815602,39
8,18.729537366548044,39
9,19.88785046728972,39
10,20.709342560553633,62
11,20.642857142857142,39
12,20.701219512195124,39
