time,avg_wait_time,max_wait_time
0,19.77304964539007,39
1,27.321428571428573,47
2,35.573122529644266,61
3,43.892857142857146,78
4,49.05668016194332,91
5,42.11009174311926,85
6,57.18930041152263,101
7,76.82142857142857,123
8,75.4978354978355,134
9,63.15533980582524,129
10,86.07171314741036,153
11,111.86428571428571,172
12,113.44827586206897,181
13,164.325,172
14,168.45,194
15,205.69565217391303,210
