time,avg_wait_time,max_wait_time
0,20.03125,39
1,19.595744680851062,42
2,19.147798742138363,42
3,20.246666666666666,39
4,18.86868686868687,43
5,22.013071895424837,39
6,20.6875,44
7,23.512820512820515,44
8,23.378006872852232,48
9,21.43609022556391,39
10,19.297658862876254,43
11,20.11764705882353,39
12,23.27672955974843,47
