time,avg_wait_time,max_wait_time
0,21.65277777777778,39
1,26.173228346456693,49
2,32.97857142857143,56
3,38.25714285714286,65
4,42.71071428571429,86
5,43.33571428571429,76
6,49.06810035842294,91
7,59.68382352941177,102
8,65.20542635658914,122
9,70.10619469026548,128
10,77.80811808118081,145
11,87.95,152
12,101.85514018691589,168
13,152.03333333333333,166
14,169.25,189
15,202.77777777777777,204
