time,avg_wait_time,max_wait_time
0,19.034782608695654,39
1,20.44943820224719,40
2,20.77533039647577,39
3,18.285714285714285,39
4,18.958904109589042,39
5,19.07843137254902,39
6,20.155963302752294,39
7,18.703703703703702,44
8,20.473684210526315,39
9,19.75531914893617,39
10,21.74742268041237,70
11,19.397849462365592,39
12,20.90909090909091,39
