time,avg_wait_time,max_wait_time
0,20.75,40
2,58.11875,86
3,95.225,111
4,103.10625,161
6,131.95625,191
7,206.8375,229
8,178.7125,260
10,210.30625,296
11,302.9125,328
12,252.75625,358
14,282.80625,395
15,400.6,429
16,423.65060240963857,454
18,461.7375,484
19,493.95,519
20,534.1304347826087,550
1,44.7375,79
5,82.2125,113
9,136.0625,167
13,177.3125,213
