time,avg_wait_time,max_wait_time
0,19.812080536912752,39
1,20.19327731092437,39
2,21.76923076923077,55
3,19.944055944055943,38
4,19.59683794466403,39
5,19.07051282051282,48
6,20.067857142857143,42
7,18.955223880597014,39
8,19.182509505703422,39
9,20.325,39
10,20.39163498098859,45
11,18.65546218487395,39
12,18.472972972972972,49
