time,avg_wait_time,max_wait_time
0,23.575342465753426,39
1,32.21917808219178,59
2,34.9875,69
3,52.4,77
4,54.91034482758621,103
5,49.78378378378378,97
6,72.02158273381295,127
7,93.95,142
8,84.41958041958041,148
9,65.02985074626865,152
10,95.04761904761905,179
11,135.7,190
12,138.72033898305085,216
13,204.9,213
14,213.65,236
15,225.26315789473685,246
